del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet
9235,95376,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We never get tired of Winning!! URL,NOT,,,never get tired winning url
9236,49588,@USER @USER Ouch.,NOT,,,ouch
9237,86387,@USER &amp; @USER come save America just like the superheroes you are URL,NOT,,,come save america like superheroes url
9238,29104,@USER You don't need makeup bc you are beautiful asf angel💗💗💗💗 love u,NOT,,,need makeup beautiful asf angel love
9239,47866,@USER He's just mad because of the POS that he is couldn't do crap except divide this country.,OFF,TIN,IND,mad pos crap except divide country
9240,56360,@USER ...and we’re still not listening—all I hear is mumbojumbo.,NOT,,,still listening hear mumbojumbo
9241,39434,@USER @USER which converted Christians also have.  which Muslims also have  which left-leaning liberals also have,NOT,,,converted christians also muslims also left leaning liberals also
9242,45353,@USER @USER @USER @USER White liberals do not see blacks as equals but people to be pitied and felt sorry for. I use to have that Victim mindset but waled away from it URL,NOT,,,white liberals see blacks equals people pitied felt sorry use victim mindset waled away url
9243,18765,@USER @USER Cruz needs to add #ANTIFA to this proposed Act. That way we literally kill #2BirdsOfAFeather with one stone.,NOT,,,cruz needs add proposed act way literally kill one stone
9244,39441,@USER Who TF this white devil Jersey shore bitch?,OFF,TIN,IND,white devil jersey shore bitch
9245,59102,@USER I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in,OFF,TIN,OTH,hope shows plug bullet hole people getting fed mommy warriors bad things going happen antifa soon reigned
9246,50519,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nope.,NOT,,,nope
9247,78443,*pats tears* Gosh..... Dammit *sniffs* *sighs* My baby-* sniffs* She just doesn't deserve this💔😭. She is so precious and I- URL,OFF,UNT,,pats tears gosh dammit sniffs sighs baby sniffs deserve precious url
9248,47507,@USER Hopefully he will be indicted soon. At least Loretta Lynch was charming and eloquent.,NOT,,,hopefully indicted soon least loretta lynch charming eloquent
9249,29793,"#guncontrol itself specifically targets minorities, @USER The entire reason gun control"" exists is pure, unadulterated racism - bigots like you wanted to keep the recently-freed slaves disarmed and subordinate.  Thankfully we've grown from there. URL",NOT,,,specifically targets minorities entire reason gun control exists pure unadulterated racism bigots like wanted keep recently freed slaves disarmed subordinate thankfully grown url
9250,90594,@USER When do you post on conservatives declaring Ford a liar without evidence? URL,OFF,TIN,GRP,post conservatives declaring ford liar without evidence url
9251,41069,@USER black would be cute w ur skin tone,NOT,,,black would cute skin tone
9252,19237,@USER @USER All 20 of them!  Hardly a problem until the Antifa of hundreds showed up .... for what!   To riot and destroy!!!,OFF,TIN,GRP,hardly problem antifa hundreds showed riot destroy
9253,93224,@USER Wish to suck angel cookie....,NOT,,,wish suck angel cookie
9254,60998,@USER @USER Here he is prepping for the flood. URL,NOT,,,prepping flood url
9255,90300,@USER dallon you just said lit i'm sorry sweetie but you are cancelled,NOT,,,dallon said lit sorry sweetie cancelled
9256,78129,@USER All this division in our nation is utter nonsense.,OFF,TIN,OTH,division nation utter nonsense
9257,99087,@USER “Yes. No one should make threats.” Really? What happens with @USER and her call for assassination of @USER ? Of #antifa Or the great damage done on inauguration day. Or Parkland &lt;&lt; trained by Obama policies. Or Scalise near “hit?” Go home Swalwell,NOT,,,yes one make threats really happens call assassination great damage done inauguration day parkland trained obama policies scalise near hit home swalwell
9258,54104,@USER We’re fighting back against corporate gun control and we could use some help spreading the word. Check it out: URL,NOT,,,fighting back corporate gun control could use help spreading word check url
9259,98111,@USER @USER Actually you are wrong.  All of the numbers are substantially better under Trump and it's directly the effect of his tax cuts and deregulations.,NOT,,,actually wrong numbers substantially better trump directly effect tax cuts deregulations
9260,90551,@USER Listen CAREFULLY TO THESE #LEFTISTS!!!  This is EXACTLY WHAT THEY WILL DO!  #Liberals &amp; #Leftists can’t be TRUSTED!,NOT,,,listen carefully exactly trusted
9261,79448,@USER ME BITCH I WILL,OFF,TIN,IND,bitch
9262,63747,@USER @USER It sounds like you are describing the trumps,NOT,,,sounds like describing trumps
9263,96880,@USER Hitler would be so proud of David Hogg trying to disarm American citizen so when Democrats come to power-we are helpless And cannot defend ourselves-&amp; that's why we have they AR15's URL,NOT,,,hitler would proud david hogg trying disarm american citizen democrats come power helpless cannot defend ar15 url
9264,45422,@USER What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric.,OFF,TIN,OTH,fail realize even trump supporters decide use force protest like lunatic left like white sleeves antifa soy boy really want keep level rhetoric
9265,95660,@USER But she is allowed to have her own rules. I believe your women should support what you love and put on your fav team jersey and sit next to you. Even if she hate football. If she can’t do that she ain’t the one,NOT,,,allowed rules believe women support love put fav team jersey sit next even hate football one
9266,84745,@USER Monster is the place to find jobs near you. These companies are hiring right now! Your future could change when you fill out an application: URL ^LD,NOT,,,monster place find jobs near companies hiring right future could change fill application url
9267,45619,@USER Yes. You are! 😄 And your passion for him is lovely...😊,NOT,,,yes passion lovely
9268,28142,@USER there is no way he is 25 35 maybe not 25,NOT,,,way maybe
9269,21063,@USER Give me a fricking break.  They are worse than the Southern Baptist with a pagan idolatrous.,OFF,TIN,OTH,give fricking break worse southern baptist pagan idolatrous
9270,83747,@USER @USER Ironic then that the women that vouched for Kavanagh aren't vouching for him anymore. Almost like they were originally arranged to vouch for him without knowing his history. Huh. #maga  URL,NOT,,,ironic women vouched kavanagh vouching anymore almost like originally arranged vouch without knowing history huh url
9271,13625,Trump @USER Movie: Stream Now For Free #MAGA2020 #maga URL URL,NOT,,,trump movie stream free url url
9272,62103,@USER Oh shit,OFF,TIN,IND,shit
9273,81105,@USER Well now he is cut!,NOT,,,well cut
9274,87582,@USER You are so good at drawing,NOT,,,good drawing
9275,26809,@USER @USER @USER 2bn is notong term that shud b annually.,NOT,,,2bn notong term shud annually
9276,25472,@USER The fact that he is still a nominee is disgusting,OFF,TIN,IND,fact still nominee disgusting
9277,77786,@USER Poor old Rudy he is as full of shit as a Christmas Goose.,OFF,TIN,IND,poor old rudy full shit christmas goose
9278,91177,@USER Amen brother. He is bringing back  america to be our great country. Bring it president donald j trump.,NOT,,,amen brother bringing back america great country bring president donald trump
9279,86940,@USER Go home. You are newspeak,NOT,,,home newspeak
9280,72619,@USER omg you are 💕,NOT,,,omg
9281,50160,@USER @USER STOP trying to convince people @USER  is extremely unpopular.  Unfortunately he isn't and it takes away all urgency for liberals to vote in November.  This #BlueWave nonsense will NOT happen if people are comfortable it will happen whether they vote or not.,NOT,,,stop trying convince people extremely unpopular unfortunately takes away urgency liberals vote november nonsense happen people comfortable happen whether vote
9282,50748,@USER I really want you and need you &lt;3 &lt;3 I am your biggest fan I just love your personality I love who you are,NOT,,,really want need biggest fan love personality love
9283,95238,#TwitterShouldBe a place where everyone can have a voice- including conservatives. Less shadow-banning and throttling of conservative accounts - #FreedomOfSpeech  #Throwback #BenGarrison #cartoon  URL URL,NOT,,,place everyone voice including conservatives less shadow banning throttling conservative accounts url url
9284,91607,@USER That image tells the story of generations of people self medicating to manage distress. Can't count the number of people lost and like you say too many can't see beyond the sickening labels.,NOT,,,image tells story generations people self medicating manage distress count number people lost like say many see beyond sickening labels
9285,18448,@USER @USER Grab em by the pussy!!!  What's the problem?,OFF,TIN,IND,grab pussy problem
9286,95837,@USER @USER looking forward to meeting you at conference!,NOT,,,looking forward meeting conference
9287,29683,followed all not previously followed.  #maga #kag #walkaway #trumptrain #nodaca #iwantthewall URL,NOT,,,followed previously followed url
9288,50919,@USER Hey Ladies watch you on Saturday nights with Jesse keep up the good work and your right about Jon Voight he is a Gods man and bless his heart for standing up for the President mean evil people out their who are mad and Dangerous we all want hope and Change for America,OFF,TIN,GRP,hey ladies watch saturday nights jesse keep good work right jon voight gods man bless heart standing president mean evil people mad dangerous want hope change america
